ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2
train_one_shot.gl.19.2,festa rachada,None,GL,En Ponteceso comezan catro días de festa rachada para competir con Muxía.,En Ponteceso comezan catro días de festexo fendido para competir con Muxía.,None,En Ponteceso comezan catro días de festa grande para competir con Muxía.,En Ponteceso comezan catro días de festexo fendido para competir con Muxía.
train_one_shot.gl.20.1,glóbulos vermellos,None,GL,"No deporte, que non se poda empregar EPO pero si adestrar a grandes altitudes para producir mais glóbulos vermellos (que é exactamente o que fai a EPO) é para min o exemplo mais claro de absurdo e de curtedade de miras moral.","No deporte, que non se poda empregar EPO pero si adestrar a grandes altitudes para producir mais célula sanguínea pigmentada (que é exactamente o que fai a EPO) é para min o exemplo mais claro de absurdo e de curtedade de miras moral.",1,,
train_one_shot.gl.21.1,golpe duro,None,GL,"Evidentemente, a radical-revolucionaria veu esfarelado o seu proxecto coa queda da URSS (incluso para Trotskos, Maos, Luxemburgistas... a falla dun referente real, mellor ou peor, que 'funcionase' foi un golpe duro), mais a esquerda 'moderada', socialdemócrata, tamén se veu (e ve) afectada, nun escenario de triunfo do capitalismo e de cada día máis insistentes chamadas a modelos liberais, recurtes a todo o que cheire a keynesianismo, e xa non digamos falar de socialismo, anque sexa moderadamente e nun remoto futuro...","Evidentemente, a radical-revolucionaria veu esfarelado o seu proxecto coa queda da URSS (incluso para Trotskos, Maos, Luxemburgistas... a falla dun referente real, mellor ou peor, que 'funcionase' foi un contratempo ou adversidade), mais a esquerda 'moderada', socialdemócrata, tamén se veu (e ve) afectada, nun escenario de triunfo do capitalismo e de cada día máis insistentes chamadas a modelos liberais, recurtes a todo o que cheire a keynesianismo, e xa non digamos falar de socialismo, anque sexa moderadamente e nun remoto futuro...",1,,
train_one_shot.gl.21.2,golpe duro,None,GL,"Evidentemente, a radical-revolucionaria veu esfarelado o seu proxecto coa queda da URSS (incluso para Trotskos, Maos, Luxemburgistas... a falla dun referente real, mellor ou peor, que 'funcionase' foi un golpe duro), mais a esquerda 'moderada', socialdemócrata, tamén se veu (e ve) afectada, nun escenario de triunfo do capitalismo e de cada día máis insistentes chamadas a modelos liberais, recurtes a todo o que cheire a keynesianismo, e xa non digamos falar de socialismo, anque sexa moderadamente e nun remoto futuro...","Evidentemente, a radical-revolucionaria veu esfarelado o seu proxecto coa queda da URSS (incluso para Trotskos, Maos, Luxemburgistas... a falla dun referente real, mellor ou peor, que 'funcionase' foi un choque con forza), mais a esquerda 'moderada', socialdemócrata, tamén se veu (e ve) afectada, nun escenario de triunfo do capitalismo e de cada día máis insistentes chamadas a modelos liberais, recurtes a todo o que cheire a keynesianismo, e xa non digamos falar de socialismo, anque sexa moderadamente e nun remoto futuro...",None,"Evidentemente, a radical-revolucionaria veu esfarelado o seu proxecto coa queda da URSS (incluso para Trotskos, Maos, Luxemburgistas... a falla dun referente real, mellor ou peor, que 'funcionase' foi un contratempo ou adversidade), mais a esquerda 'moderada', socialdemócrata, tamén se veu (e ve) afectada, nun escenario de triunfo do capitalismo e de cada día máis insistentes chamadas a modelos liberais, recurtes a todo o que cheire a keynesianismo, e xa non digamos falar de socialismo, anque sexa moderadamente e nun remoto futuro...","Evidentemente, a radical-revolucionaria veu esfarelado o seu proxecto coa queda da URSS (incluso para Trotskos, Maos, Luxemburgistas... a falla dun referente real, mellor ou peor, que 'funcionase' foi un choque con forza), mais a esquerda 'moderada', socialdemócrata, tamén se veu (e ve) afectada, nun escenario de triunfo do capitalismo e de cada día máis insistentes chamadas a modelos liberais, recurtes a todo o que cheire a keynesianismo, e xa non digamos falar de socialismo, anque sexa moderadamente e nun remoto futuro..."
train_one_shot.gl.21.3,golpe duro,None,GL,A auga resúltalle case mortal e un golpe duro pode tamén terminar con ela.,A auga resúltalle case mortal e un choque con forza pode tamén terminar con ela.,1,,
train_one_shot.gl.21.4,golpe duro,None,GL,A auga resúltalle case mortal e un golpe duro pode tamén terminar con ela.,A auga resúltalle case mortal e un contratempo ou adversidade pode tamén terminar con ela.,None,A auga resúltalle case mortal e un choque con forza pode tamén terminar con ela.,A auga resúltalle case mortal e un contratempo ou adversidade pode tamén terminar con ela.
train_one_shot.gl.22.1,horas baixas,None,GL,O presidente está en horas baixas e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,O presidente está en mal momento e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,1,,
train_one_shot.gl.22.2,horas baixas,None,GL,O presidente está en horas baixas e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,O presidente está en horas reducidas e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,None,O presidente está en mal momento e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,O presidente está en horas reducidas e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.
train_one_shot.gl.22.3,horas baixas,None,GL,O presidente está en horas baixas e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,O presidente está en período de pouca actividade e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,None,O presidente está en mal momento e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.,O presidente está en período de pouca actividade e cómpre diferenciarse se se aspira a maquillar a previsíbel derrota electoral.
train_one_shot.gl.23.1,incendios forestais,None,GL,"Táboas de resultados da selección de 2 peóns forestais condutor de brigadas de prevención, vixilancia e defensa contra incendios forestais","Táboas de resultados da selección de 2 peóns forestais condutor de brigadas de prevención, vixilancia e defensa contra incendio no monte",1,,
train_one_shot.gl.24.1,leña verde,None,GL,"Vagos, incumpridores e gastadores eran fume, leña verde, homes de pouco proveito.","Vagos, incumpridores e gastadores eran fume, xente nova, homes de pouco proveito.",1,,
train_one_shot.gl.24.2,leña verde,None,GL,"Vagos, incumpridores e gastadores eran fume, leña verde, homes de pouco proveito.","Vagos, incumpridores e gastadores eran fume, madeira húmida, homes de pouco proveito.",None,"Vagos, incumpridores e gastadores eran fume, xente nova, homes de pouco proveito.","Vagos, incumpridores e gastadores eran fume, madeira húmida, homes de pouco proveito."
train_one_shot.gl.24.3,leña verde,None,GL,"As supostas contrapartidas de inversión vai ser coma o fume que dá a leña verde; pra mostra vai chegar con Estela Eólica; a empresa vinculada ó PP, que fora constituída cun capital de tres mil euros e que se atopaba practicamente en quebra antes do concurso.","As supostas contrapartidas de inversión vai ser coma o fume que dá a madeira húmida; pra mostra vai chegar con Estela Eólica; a empresa vinculada ó PP, que fora constituída cun capital de tres mil euros e que se atopaba practicamente en quebra antes do concurso.",1,,
train_one_shot.gl.24.4,leña verde,None,GL,"As supostas contrapartidas de inversión vai ser coma o fume que dá a leña verde; pra mostra vai chegar con Estela Eólica; a empresa vinculada ó PP, que fora constituída cun capital de tres mil euros e que se atopaba practicamente en quebra antes do concurso.","As supostas contrapartidas de inversión vai ser coma o fume que dá a xente nova; pra mostra vai chegar con Estela Eólica; a empresa vinculada ó PP, que fora constituída cun capital de tres mil euros e que se atopaba practicamente en quebra antes do concurso.",None,"As supostas contrapartidas de inversión vai ser coma o fume que dá a madeira húmida; pra mostra vai chegar con Estela Eólica; a empresa vinculada ó PP, que fora constituída cun capital de tres mil euros e que se atopaba practicamente en quebra antes do concurso.","As supostas contrapartidas de inversión vai ser coma o fume que dá a xente nova; pra mostra vai chegar con Estela Eólica; a empresa vinculada ó PP, que fora constituída cun capital de tres mil euros e que se atopaba practicamente en quebra antes do concurso."
train_one_shot.gl.25.1,ligazóns mortas,None,GL,"Para axudar a previr as ligazóns mortas, poden usarse identificadores persistentes para algúns tipos de fontes.","Para axudar a previr as link sen destino, poden usarse identificadores persistentes para algúns tipos de fontes.",1,,
